Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCJ57,10.424,Low fat,0.026837745,Fruits and Vegetables,150.2019,OUT013,1987,High,Tier 3,Supermarket Type1,1659.6745
NCI18,10.896,low fat,0,Breads,159.389,OUT035,2004,Small,Tier 2,Supermarket Type1,2772.4669
FDH06,7.166,regular,0.326068789,Breakfast,243.0678,OUT045,2002,,Tier 2,Supermarket Type1,2998.7979
FDP40,13.748,Low Fat,0.153360219,Household,47.5779,OUT045,2002,,Tier 2,Supermarket Type1,789.1851
NCC02,5.282,Low Fat,0.210061481,Fruits and Vegetables,182.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2608.8137
DRB13,8.184,Low Fat,0.206159131,Frozen Foods,171.0703,OUT035,2004,Small,Tier 2,Supermarket Type1,959.6826
FDD01,,Regular,0.147060489,Hard Drinks,127.0705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1217.3593
NCL29,9.524,LF,0.202363181,Starchy Foods,87.3064,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.2743
DRF53,17.827,Low fat,0.227385665,Meat,185.9895,OUT049,1999,Medium,Tier 1,Supermarket Type1,3487.6733
NCF52,10.589,Regular,0.276421397,Meat,83.5888,OUT027,1985,Medium,Tier 3,Supermarket Type3,1594.4417
DRI08,,Low Fat,0.22449951,Baking Goods,59.6936,OUT035,2004,Small,Tier 2,Supermarket Type1,262.1741
DRB34,19.099,low fat,0.033176786,Starchy Foods,32.3374,OUT027,1985,Medium,Tier 3,Supermarket Type3,138.9196
DRF33,17.614,Regular,0.08600862,Frozen Foods,57.728,OUT046,1997,Small,Tier 1,Supermarket Type1,269.733
DRF16,15.728,Regular,0.237259486,Soft Drinks,46.7181,OUT035,2004,Small,Tier 2,Supermarket Type1,303.5231
NCR02,8.342,low,0.10155404,Health and Hygiene,31.315,OUT049,1999,Medium,Tier 1,Supermarket Type1,170.0735
NCF56,,regular,0,Baking Goods,164.5198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1757.3747
FDZ58,11.036,Low fat,0,Meat,202.4116,OUT018,2009,Medium,Tier 3,Supermarket Type2,1989.6511
FDD45,,reg,0.079872925,Starchy Foods,163.2998,OUT010,1998,,Tier 3,Grocery Store,271.3638
FDT18,12.268,low fat,0,Frozen Foods,240.0101,OUT013,1987,High,Tier 3,Supermarket Type1,1236.0868
FDY50,5.807,Regular,0.269441026,Household,215.5717,OUT045,2002,,Tier 2,Supermarket Type1,1018.2734
FDS28,,LF,0,Dairy,200.579,OUT045,2002,,Tier 2,Supermarket Type1,2130.7644
FDR06,11.844,regular,0.277096937,Breakfast,48.4171,OUT049,1999,Medium,Tier 1,Supermarket Type1,970.356
FDT12,5.88,low fat,0.2904293,Dairy,175.6561,OUT013,1987,High,Tier 3,Supermarket Type1,2815.1691
NCL28,13.824,Low Fat,0.095132546,Hard Drinks,141.3112,OUT035,2004,Small,Tier 2,Supermarket Type1,1485.0375
DRC27,9.6,regular,0.263232176,Dairy,89.6202,OUT027,1985,Medium,Tier 3,Supermarket Type3,1726.3518
FDS43,11.855,reg,0.174655024,Breakfast,105.9996,OUT046,1997,Small,Tier 1,Supermarket Type1,2233.4615
NCK38,20.165,Regular,0.131861957,Breads,230.0705,OUT018,2009,Medium,Tier 3,Supermarket Type2,964.4332
FDR16,19.089,low fat,0.274022281,Others,229.9217,OUT010,1998,,Tier 3,Grocery Store,613.7327
FDB45,8.131,Low Fat,0.277130927,Seafood,46.1461,OUT027,1985,Medium,Tier 3,Supermarket Type3,489.1547
DRD56,18.736,reg,0,Soft Drinks,47.5291,OUT027,1985,Medium,Tier 3,Supermarket Type3,460.7436
NCJ02,,regular,0,Frozen Foods,109.7011,OUT049,1999,,Tier 1,Supermarket Type1,950.3912
FDZ44,5.56,regular,0.319086314,Meat,45.0354,OUT018,2009,Medium,Tier 3,Supermarket Type2,408.2452
FDF34,13.22,Regular,0.307974298,Canned,239.1524,OUT046,1997,Small,Tier 1,Supermarket Type1,2814.7926
NCM07,,LF,0.241814876,Frozen Foods,209.1662,OUT010,1998,,Tier 3,Grocery Store,749.3712
NCC59,12.634,reg,0.246405922,Meat,209.0112,OUT013,1987,High,Tier 3,Supermarket Type1,2818.2746
NCG43,9.65,low fat,0.184022375,Soft Drinks,200.0501,OUT045,2002,,Tier 2,Supermarket Type1,599.9013
FDT40,11.865,reg,0.279997435,Breads,174.295,OUT035,2004,Small,Tier 2,Supermarket Type1,42257.6207
NCP24,11.315,Regular,0.280643673,Dairy,62.1196,OUT046,1997,Small,Tier 1,Supermarket Type1,662.5249
FDO35,,Regular,0.121752661,Breads,257.0309,OUT049,1999,Medium,Tier 1,Supermarket Type1,1303.4344
FDQ58,10.599,Low fat,0,Breads,60.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,663.1045
NCA10,15.022,Low fat,0.303277161,Meat,170.7201,OUT010,1998,,Tier 3,Grocery Store,178.1735
NCI08,5.275,Regular,0.187949532,Soft Drinks,86.0206,OUT013,1987,High,Tier 3,Supermarket Type1,857.6626
NCG50,13.561,Regular,0,Breads,242.7469,OUT049,1999,Medium,Tier 1,Supermarket Type1,1366.203
FDU50,14.407,reg,0.055039053,Snack Foods,231.0393,OUT046,1997,Small,Tier 1,Supermarket Type1,855.0714
FDR57,,reg,0,Baking Goods,88.2363,OUT045,2002,,Tier 2,Supermarket Type1,725.7051
FDS23,6.657,Low Fat,0,Soft Drinks,117.9995,OUT017,2007,,Tier 2,Supermarket Type1,1149.3089
NCG01,20.979,Regular,0.032928568,Frozen Foods,190.2105,OUT018,2009,Medium,Tier 3,Supermarket Type2,1729.7246
NCK38,16.723,Regular,0.196353206,Dairy,130.4112,OUT045,2002,,Tier 2,Supermarket Type1,1376.8549
DRE05,5.653,reg,0.290303947,Frozen Foods,240.0094,OUT010,1998,,Tier 3,Grocery Store,521.5873
NCB55,10.293,LF,0,Health and Hygiene,47.4763,OUT013,1987,High,Tier 3,Supermarket Type1,921.5062
FDK33,16.779,Low fat,0.113959969,Snack Foods,212.4253,OUT018,2009,Medium,Tier 3,Supermarket Type2,1935.3865
NCA41,17.419,Low Fat,0,Baking Goods,75.0312,OUT035,2004,Small,Tier 2,Supermarket Type1,306.492
NCD17,12.707,Low fat,0.075610096,Health and Hygiene,56.2098,OUT027,1985,Medium,Tier 3,Supermarket Type3,588.4411
FDD58,15.889,LF,0.090237075,Household,224.8839,OUT046,1997,Small,Tier 1,Supermarket Type1,1672.2326
FDV54,5.584,Low fat,0.051975836,Breads,139.305,OUT017,2007,,Tier 2,Supermarket Type1,2992.781
NCB15,16.591,Low fat,0.075788235,Hard Drinks,221.4789,OUT017,2007,,Tier 2,Supermarket Type1,1716.0411
NCR07,14.343,Regular,0.246454546,Breakfast,94.9788,OUT013,1987,High,Tier 3,Supermarket Type1,1327.8154
FDV41,9.689,reg,0.069476588,Breads,98.6169,OUT013,1987,High,Tier 3,Supermarket Type1,644.3322
DRE23,18.421,LF,0.055733503,Breads,50.3174,OUT045,2002,,Tier 2,Supermarket Type1,247.3644
DRE44,12.77,regular,0,Meat,158.8633,OUT027,1985,Medium,Tier 3,Supermarket Type3,3197.3358
NCE35,9.567,Regular,0.00537349,Canned,122.5417,OUT013,1987,High,Tier 3,Supermarket Type1,1076.8097
NCX30,8.785,Low fat,0.14228575,Fruits and Vegetables,250.8755,OUT046,1997,,Tier 1,Supermarket Type1,1553.5061
FDZ55,15.801,regular,0,Others,227.6561,OUT017,2007,,Tier 2,Supermarket Type1,716.3317
NCA09,8.994,Low Fat,0,Others,238.2367,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332.5793
NCJ22,,LF,0.133940719,Others,236.8113,OUT018,2009,Medium,Tier 3,Supermarket Type2,4302.0265
FDL47,20.897,low fat,0.294807413,Health and Hygiene,67.5796,OUT046,1997,Small,Tier 1,Supermarket Type1,1383.7274
FDC24,18.178,LF,0.0297604,Hard Drinks,134.948,OUT027,1985,Medium,Tier 3,Supermarket Type3,1145.593
FDI32,8.059,low fat,0,Breads,183.388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1101.7172
FDM20,11.497,Regular,0.108052874,Starchy Foods,235.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,1462.2866
NCA43,15.979,reg,0,Hard Drinks,71.5703,OUT027,1985,Medium,Tier 3,Supermarket Type3,320.4461
FDK52,,LF,0.114284767,Soft Drinks,196.6757,OUT010,1998,,Tier 3,Grocery Store,229.4053
NCD28,4.508,reg,0.267072547,Canned,83.7717,OUT013,1987,High,Tier 3,Supermarket Type1,1158.4577
NCB31,19.918,Regular,0.300014641,Others,128.879,OUT045,2002,,Tier 2,Supermarket Type1,2068.5819
NCF47,7.412,regular,0,Meat,237.129,OUT035,2004,Small,Tier 2,Supermarket Type1,4512.077
FDV28,14.872,low fat,0,Snack Foods,84.5828,OUT027,1985,Medium,Tier 3,Supermarket Type3,634.5152
FDA20,17.127,Regular,0.165302192,Fruits and Vegetables,103.8426,OUT018,2009,Medium,Tier 3,Supermarket Type2,410.6375
FDT16,18.249,low fat,0.293032451,Dairy,148.5022,OUT017,2007,,Tier 2,Supermarket Type1,414.7839
FDH06,14.565,reg,0.028326604,Health and Hygiene,66.4727,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.9602
FDZ08,14.157,Low Fat,0.266164435,Seafood,147.5725,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.66
NCB09,14.391,Low fat,0.040192802,Household,237.4864,OUT046,1997,Small,Tier 1,Supermarket Type1,1698.334
FDG49,20.135,Regular,0.223303109,Seafood,263.4633,OUT049,1999,Medium,Tier 1,Supermarket Type1,3097.6346
NCG59,6.443,Regular,0.276336252,Breakfast,225.8884,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332.6041
FDU14,,low fat,0.129758438,Household,178.7211,OUT013,1987,High,Tier 3,Supermarket Type1,1107.5084
DRC06,10.533,regular,0.268134699,Others,46.663,OUT017,2007,,Tier 2,Supermarket Type1,796.837
FDD44,14.95,low fat,0.064058631,Seafood,174.2326,OUT046,1997,Small,Tier 1,Supermarket Type1,1978.7305
FDM37,5.985,Regular,0,Hard Drinks,155.2562,OUT013,1987,High,Tier 3,Supermarket Type1,448.2668
NCC06,,regular,0.238553484,Hard Drinks,257.4823,OUT027,1985,Medium,Tier 3,Supermarket Type3,23932.8555
FDO41,15.877,Low Fat,0,Fruits and Vegetables,96.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1991.4699
FDW21,6.44,Low fat,0.247572033,Soft Drinks,200.7395,OUT045,2002,,Tier 2,Supermarket Type1,1522.7455
NCG25,5.238,LF,0.081379667,Health and Hygiene,123.6095,OUT049,1999,Medium,Tier 1,Supermarket Type1,1252.2765
FDC45,16.535,Regular,0.024160172,Others,32.8018,OUT049,1999,Medium,Tier 1,Supermarket Type1,412.739
DRE20,14.034,low fat,0.052833981,Breads,58.2245,OUT013,1987,High,Tier 3,Supermarket Type1,617.2428
FDO07,18.581,Regular,0,Meat,153.6131,OUT027,1985,Medium,Tier 3,Supermarket Type3,2446.2134
FDX32,16.469,Low Fat,0.019178838,Household,230.2693,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.5407
FDJ53,20.228,Regular,0,Frozen Foods,58.416,OUT019,1985,Small,Tier 1,Grocery Store,26.0376
DRZ34,9.122,low fat,0,Soft Drinks,58.9184,OUT013,1987,High,Tier 3,Supermarket Type1,340.5109
DRA23,6.099,Regular,0.036151782,Breakfast,217.5383,OUT049,1999,Medium,Tier 1,Supermarket Type1,4649.677
NCK46,7.26,regular,0,Breads,235.1656,OUT027,1985,,Tier 3,Supermarket Type3,1689.5487
FDQ38,5.066,LF,0,Dairy,200.1867,OUT045,2002,,Tier 2,Supermarket Type1,584.9309
DRK34,7.978,low fat,0.061106586,Household,133.7743,OUT010,1998,,Tier 3,Grocery Store,548.8806
NCI15,,reg,0,Hard Drinks,76.8317,OUT045,2002,,Tier 2,Supermarket Type1,1539.2789
NCB24,,Low fat,0.310741765,Seafood,128.4106,OUT045,2002,,Tier 2,Supermarket Type1,2545.9301
NCG03,9.264,reg,0,Starchy Foods,121.5486,OUT035,2004,Small,Tier 2,Supermarket Type1,1601.8761
FDP10,5.996,Regular,0.219792892,Seafood,212.3356,OUT049,1999,Medium,Tier 1,Supermarket Type1,4552.0587
FDW60,,Regular,0,Hard Drinks,38.3178,OUT035,2004,Small,Tier 2,Supermarket Type1,202.304
DRC17,5.631,Regular,0.067094837,Canned,119.9065,OUT017,2007,,Tier 2,Supermarket Type1,1468.295
DRA10,16.67,Regular,0,Household,210.2604,OUT018,2009,Medium,Tier 3,Supermarket Type2,1594.2672
FDA51,18.919,Low Fat,0.239061083,Health and Hygiene,160.219,OUT013,1987,High,Tier 3,Supermarket Type1,2925.2775
DRB28,4.736,Regular,0.185028993,Fruits and Vegetables,139.1285,OUT019,1985,Small,Tier 1,Grocery Store,63.8075
NCC22,,LF,0,Others,264.1102,OUT010,1998,,Tier 3,Grocery Store,827.8999
NCB49,,low fat,0,Fruits and Vegetables,69.4777,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.2466
FDW48,14.932,Low Fat,0.020195234,Soft Drinks,139.8222,OUT049,1999,Medium,Tier 1,Supermarket Type1,776.629
FDR41,14.845,Regular,0.275970507,Meat,77.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,1557.6393
FDN03,15.222,Low Fat,0.233107668,Frozen Foods,64.9374,OUT018,2009,Medium,Tier 3,Supermarket Type2,1114.6358
NCE30,,regular,0,Snack Foods,124.5009,OUT017,2007,,Tier 2,Supermarket Type1,1674.1236
FDJ35,,Low fat,0.037853652,Breads,256.3432,OUT027,1985,Medium,Tier 3,Supermarket Type3,3930.0159
FDF49,15.729,low fat,0,Health and Hygiene,146.7791,OUT045,2002,,Tier 2,Supermarket Type1,1463.2387
FDX33,13.257,Low fat,0,Meat,115.096,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.7227
NCE43,5.646,Regular,0.221007857,Canned,248.3895,OUT018,2009,Medium,Tier 3,Supermarket Type2,1013.0333
FDD31,4.8,Regular,0.147519716,Household,66.7163,OUT049,1999,Medium,Tier 1,Supermarket Type1,363.9165
FDJ30,20.41,Low Fat,0.062912669,Soft Drinks,191.2082,OUT019,1985,Small,Tier 1,Grocery Store,190.5993
FDI57,,Regular,0.082951592,Soft Drinks,126.0715,OUT035,2004,Small,Tier 2,Supermarket Type1,1417.9404
NCP15,5.206,Low Fat,0,Household,158.1636,OUT027,1985,Medium,Tier 3,Supermarket Type3,3010.5578
DRD22,7.009,Low Fat,0.160299274,Frozen Foods,202.1818,OUT013,1987,High,Tier 3,Supermarket Type1,3942.761
FDE45,14.124,Low fat,0.270760228,Seafood,166.2643,OUT049,1999,Medium,Tier 1,Supermarket Type1,1702.1318
FDK37,,low fat,0.137935301,Breads,151.8677,OUT019,1985,,Tier 1,Grocery Store,159.1481
DRF16,7.415,reg,0,Baking Goods,58.5031,OUT027,1985,Medium,Tier 3,Supermarket Type3,1155.9168
NCC22,11.128,LF,0.072820743,Seafood,99.2661,OUT010,1998,,Tier 3,Grocery Store,655.7112
NCF45,9.928,Regular,0,Soft Drinks,255.3544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2203.8193
DRJ60,16.551,LF,0,Hard Drinks,258.0825,OUT018,2009,Medium,Tier 3,Supermarket Type2,4620.423
NCH27,20.436,Regular,0.120406987,Starchy Foods,261.2479,OUT017,2007,,Tier 2,Supermarket Type1,33687.6478
DRC49,19.293,Regular,0.133479727,Breakfast,105.4059,OUT017,2007,,Tier 2,Supermarket Type1,525.0713
NCJ13,12.807,LF,0.283529343,Others,72.1197,OUT045,2002,,Tier 2,Supermarket Type1,1306.8012
NCF08,12.025,low fat,0,Breads,232.7277,OUT010,1998,,Tier 3,Grocery Store,856.5815
NCE02,,low fat,0.060403774,Baking Goods,77.2245,OUT046,1997,Small,Tier 1,Supermarket Type1,1175.9082
NCM42,18.193,reg,0.020846764,Snack Foods,117.3088,OUT049,1999,Medium,Tier 1,Supermarket Type1,1062.8051
FDE20,8.448,Low fat,0,Fruits and Vegetables,115.2983,OUT049,1999,Medium,Tier 1,Supermarket Type1,384.8657
FDN35,,regular,0.287983567,Snack Foods,120.8848,OUT049,1999,Medium,Tier 1,Supermarket Type1,2132.9701
NCR09,,Regular,0,Others,180.127,OUT018,2009,Medium,Tier 3,Supermarket Type2,3229.07
FDC07,20.995,reg,0,Frozen Foods,140.604,OUT013,1987,High,Tier 3,Supermarket Type1,2359.4162
FDC09,7.96,Regular,0.149195495,Dairy,125.2852,OUT049,1999,Medium,Tier 1,Supermarket Type1,1008.1012
DRI12,14.438,LF,0,Hard Drinks,53.1192,OUT045,2002,,Tier 2,Supermarket Type1,836.2174
FDB48,8.969,reg,0.148312804,Fruits and Vegetables,213.2426,OUT013,1987,High,Tier 3,Supermarket Type1,716.2572
DRF10,8.757,Regular,0.196500305,Soft Drinks,55.9601,OUT046,1997,Small,Tier 1,Supermarket Type1,245.0404
DRI39,17.351,Regular,0,Starchy Foods,74.1747,OUT027,1985,Medium,Tier 3,Supermarket Type3,752.6541
FDT21,,LF,0,Fruits and Vegetables,159.1798,OUT013,1987,High,Tier 3,Supermarket Type1,1222.7474
NCC22,13.757,Low fat,0.067685927,Breads,150.8853,OUT017,2007,,Tier 2,Supermarket Type1,3266.0948
DRA60,16.588,Regular,0.230006711,Meat,142.2791,OUT049,1999,Medium,Tier 1,Supermarket Type1,1331.9029
FDD25,15.864,Low fat,0.292550341,Seafood,172.0967,OUT027,1985,Medium,Tier 3,Supermarket Type3,2173.2419
NCC46,,reg,0.049754104,Seafood,143.5348,OUT010,1998,,Tier 3,Grocery Store,670.242
DRI19,8.044,Low fat,0.129027235,Breakfast,165.3004,OUT017,2007,,Tier 2,Supermarket Type1,436.2123
DRK60,15.431,Low Fat,0.041645762,Others,224.8023,OUT018,2009,Medium,Tier 3,Supermarket Type2,2620.6986
NCB30,5.004,Regular,0.236734564,Canned,187.228,OUT017,2007,,Tier 2,Supermarket Type1,2206.6
NCJ01,6.995,Regular,0.068310408,Fruits and Vegetables,146.1715,OUT046,1997,Small,Tier 1,Supermarket Type1,2440.6055
FDK12,5.812,regular,0,Hard Drinks,194.3264,OUT049,1999,Medium,Tier 1,Supermarket Type1,3898.3401
DRJ21,,LF,0.206374414,Frozen Foods,109.0847,OUT010,1998,,Tier 3,Grocery Store,164.1956
NCH19,,reg,0.228845351,Fruits and Vegetables,174.1775,OUT045,2002,,Tier 2,Supermarket Type1,3187.4971
FDM09,20.33,LF,0.281781779,Baking Goods,81.8531,OUT035,2004,Small,Tier 2,Supermarket Type1,1165.0571
DRD09,5.365,regular,0.302892686,Others,239.1795,OUT013,1987,High,Tier 3,Supermarket Type1,845.6974
FDC36,20.27,Regular,0,Meat,51.8158,OUT049,1999,Medium,Tier 1,Supermarket Type1,346.3402
FDO42,17.729,reg,0,Baking Goods,215.9147,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.3389
FDO14,15.62,Regular,0,Breads,135.901,OUT049,1999,Medium,Tier 1,Supermarket Type1,1774.8954
FDC30,21.113,low fat,0,Starchy Foods,107.1378,OUT019,1985,Small,Tier 1,Grocery Store,397.3577
FDX17,10.015,regular,0,Fruits and Vegetables,92.8893,OUT019,1985,Small,Tier 1,Grocery Store,167.4604
FDU06,19.592,Regular,0,Soft Drinks,98.7531,OUT013,1987,High,Tier 3,Supermarket Type1,281.3435
NCJ24,14.436,low fat,0.181163774,Meat,192.8247,OUT018,2009,Medium,Tier 3,Supermarket Type2,2927.8446
NCH41,17.587,Low fat,0.221764119,Health and Hygiene,217.9075,OUT018,2009,Medium,Tier 3,Supermarket Type2,1322.5875
NCP24,,Low Fat,0.003265669,Hard Drinks,195.4513,OUT018,2009,Medium,Tier 3,Supermarket Type2,3901.0447
FDQ22,11.264,Low Fat,0,Health and Hygiene,70.2097,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.2709
FDY22,11.912,LF,0,Meat,251.0925,OUT045,2002,,Tier 2,Supermarket Type1,4359.2473
FDT07,13.906,Low fat,0,Soft Drinks,159.2303,OUT019,1985,Small,Tier 1,Grocery Store,452.1798
NCX58,10.795,Regular,0.231215833,Household,112.2995,OUT045,2002,,Tier 2,Supermarket Type1,1479.1179
FDO30,12.278,Regular,0.2447396,Others,254.4555,OUT035,2004,Small,Tier 2,Supermarket Type1,5184.7657
FDG04,10.626,regular,0.233045591,Snack Foods,44.1319,OUT045,2002,,Tier 2,Supermarket Type1,949.0512
FDO23,19.184,Regular,0.11067807,Baking Goods,185.4748,OUT046,1997,Small,Tier 1,Supermarket Type1,1527.1989
FDP04,11.326,Low Fat,0.060133143,Hard Drinks,177.3787,OUT046,1997,Small,Tier 1,Supermarket Type1,3634.5948
FDF20,15.343,LF,0.22078783,Breads,171.4817,OUT010,1998,,Tier 3,Grocery Store,911.2061
DRZ01,12.556,Regular,0.294556511,Breads,192.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1189.0231
NCM27,14.585,Regular,0,Fruits and Vegetables,45.6223,OUT049,1999,Medium,Tier 1,Supermarket Type1,245.5143
FDO43,,Low Fat,0,Household,173.6629,OUT013,1987,High,Tier 3,Supermarket Type1,756.6358
FDX24,16.052,Regular,0.217949599,Fruits and Vegetables,74.7973,OUT013,1987,High,Tier 3,Supermarket Type1,1507.3632
NCF13,5.935,regular,0.188174294,Breakfast,94.6295,OUT027,1985,Medium,Tier 3,Supermarket Type3,1395.5387
NCM50,5.778,Low Fat,0,Health and Hygiene,92.128,OUT027,1985,Medium,Tier 3,Supermarket Type3,1857.2149
FDB49,12.108,low fat,0.243095354,Snack Foods,255.2417,OUT010,1998,,Tier 3,Grocery Store,700.8602
NCR21,14.555,regular,0,Fruits and Vegetables,183.4849,OUT018,2009,Medium,Tier 3,Supermarket Type2,714.7304
NCP22,5.43,low fat,0,Health and Hygiene,75.4196,OUT018,2009,Medium,Tier 3,Supermarket Type2,1223.6386
FDE24,17.339,Regular,0.317569509,Soft Drinks,78.7589,OUT017,2007,,Tier 2,Supermarket Type1,1246.847
NCD13,,Regular,0.017113151,Canned,142.7686,OUT017,2007,,Tier 2,Supermarket Type1,2115.5968
DRE29,,Regular,0.219764517,Hard Drinks,215.4376,OUT027,1985,Medium,Tier 3,Supermarket Type3,2906.0287
NCI60,6.229,Regular,0.119511391,Snack Foods,218.8553,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.5153
NCH13,4.931,Regular,0.025667466,Breakfast,178.6403,OUT035,2004,Small,Tier 2,Supermarket Type1,1944.769
NCJ18,16.217,regular,0.272037406,Starchy Foods,169.9943,OUT027,1985,Medium,Tier 3,Supermarket Type3,2652.9943
NCM38,18.546,Regular,0.115936053,Canned,113.5025,OUT018,2009,Medium,Tier 3,Supermarket Type2,664.6677
NCI08,,Low Fat,0.031378065,Health and Hygiene,112.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,1937.5261
FDH44,19.812,low fat,0,Household,132.4387,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.7056
FDI24,14.053,Regular,0.280978825,Starchy Foods,169.1884,OUT013,1987,High,Tier 3,Supermarket Type1,997.6197
NCJ19,15.15,Regular,0.278646881,Seafood,62.6215,OUT013,1987,High,Tier 3,Supermarket Type1,803.9875
NCA44,20.657,Regular,0,Breakfast,168.5703,OUT018,2009,Medium,Tier 3,Supermarket Type2,500.4134
NCB60,13.237,low fat,0.275968211,Others,165.4825,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.9985
NCD44,18.952,Low fat,0.042516891,Starchy Foods,159.2948,OUT010,1998,,Tier 3,Grocery Store,454.4154
FDU51,,Regular,0.30967175,Fruits and Vegetables,79.023,OUT018,2009,Medium,Tier 3,Supermarket Type2,1311.5744
FDF41,19.07,Regular,0.209230832,Breakfast,108.7887,OUT049,1999,Medium,Tier 1,Supermarket Type1,1036.2398
FDG46,16.147,low fat,0.287696165,Seafood,236.0316,OUT018,2009,Medium,Tier 3,Supermarket Type2,
NCA50,7.709,low fat,0,Household,38.8362,OUT049,1999,Medium,Tier 1,Supermarket Type1,819.4174
DRH46,9.005,Regular,0.010391628,Breads,114.0513,OUT027,1985,Medium,Tier 3,Supermarket Type3,2205.6122
FDP30,,reg,0.106031516,Meat,180.1333,OUT018,2009,Medium,Tier 3,Supermarket Type2,1784.5708
NCL37,18.245,Low Fat,0.009873198,Household,198.2626,OUT010,1998,,Tier 3,Grocery Store,611.4128
FDB24,12.65,low fat,0.315870889,Seafood,48.9837,OUT035,2004,Small,Tier 2,Supermarket Type1,946.0956
NCJ43,10.605,Regular,0,Starchy Foods,69.3012,OUT027,1985,Medium,Tier 3,Supermarket Type3,813.7758
FDL25,6.321,low,0.218024754,Health and Hygiene,45.604,OUT018,2009,Medium,Tier 3,Supermarket Type2,502.0668
FDG40,19.715,low fat,0.308451486,Seafood,114.9899,OUT049,1999,Medium,Tier 1,Supermarket Type1,1226.2808
NCE34,20.062,Low Fat,0.144921213,Others,70.1009,OUT017,2007,,Tier 2,Supermarket Type1,336.0899
DRF30,4.532,Regular,0.087034287,Starchy Foods,44.1454,OUT019,1985,Small,Tier 1,Grocery Store,120.6001
FDC58,5.442,LF,0.170908225,Baking Goods,179.6097,OUT049,1999,Medium,Tier 1,Supermarket Type1,3843.6928
FDB14,17.305,LF,0.172343004,Meat,81.7836,OUT017,2007,,Tier 2,Supermarket Type1,1476.5178
DRF29,9.857,Regular,0.228993314,Breads,133.5437,OUT045,2002,,Tier 2,Supermarket Type1,1799.7884
FDA01,,Low Fat,0,Breads,160.2474,OUT049,1999,Medium,Tier 1,Supermarket Type1,526.4517
DRJ49,11.945,Regular,1.301929674,Health and Hygiene,177.638,OUT027,1985,Medium,Tier 3,Supermarket Type3,2662.3459
FDW35,14.62,reg,0,Breakfast,35.0874,OUT049,1999,Medium,Tier 1,Supermarket Type1,165.1585
FDX21,,Regular,0,Dairy,165.2697,OUT013,1987,High,Tier 3,Supermarket Type1,1119.2277
FDS19,15.638,LF,0.327439502,Soft Drinks,211.1619,OUT013,1987,High,Tier 3,Supermarket Type1,3127.1706
